S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
508,23/04/2020,Andhra Pradesh,813,669,120,24
509,24/04/2020,Andhra Pradesh,895,727,141,27
510,25/04/2020,Andhra Pradesh,955,781,145,29
511,26/04/2020,Andhra Pradesh,1061,859,171,31
512,27/04/2020,Andhra Pradesh,1097,835,231,31
513,28/04/2020,Andhra Pradesh,1183,917,235,31
514,29/04/2020,Andhra Pradesh,1259,970,258,31
515,30/04/2020,Andhra Pradesh,1332,1014,287,31
516,01/05/2020,Andhra Pradesh,1403,1051,321,31
517,02/05/2020,Andhra Pradesh,1463,1027,403,33
518,03/05/2020,Andhra Pradesh,1525,1051,441,33
519,04/05/2020,Andhra Pradesh,1583,1062,488,33
520,05/05/2020,Andhra Pradesh,1650,1090,524,36
521,06/05/2020,Andhra Pradesh,1717,1092,589,36
522,07/05/2020,Andhra Pradesh,1777,1012,729,36
523,08/05/2020,Andhra Pradesh,1847,1029,780,38
524,09/05/2020,Andhra Pradesh,1887,1004,842,41
525,10/05/2020,Andhra Pradesh,1930,999,887,44
526,11/05/2020,Andhra Pradesh,1980,1010,925,45
527,12/05/2020,Andhra Pradesh,2018,998,975,45
528,13/05/2020,Andhra Pradesh,2090,988,1056,46
529,14/05/2020,Andhra Pradesh,2137,948,1142,47
530,15/05/2020,Andhra Pradesh,2205,965,1192,48
531,16/05/2020,Andhra Pradesh,2307,1007,1252,48
532,17/05/2020,Andhra Pradesh,2355,953,1353,49
533,18/05/2020,Andhra Pradesh,2407,901,1456,50
534,19/05/2020,Andhra Pradesh,2474,872,1552,50
535,20/05/2020,Andhra Pradesh,2532,859,1621,52
536,21/05/2020,Andhra Pradesh,2602,909,1640,53
537,22/05/2020,Andhra Pradesh,2647,885,1709,53
538,23/05/2020,Andhra Pradesh,2709,891,1763,55
539,24/05/2020,Andhra Pradesh,2757,892,1809,56
540,25/05/2020,Andhra Pradesh,2823,911,1856,56
541,26/05/2020,Andhra Pradesh,3110,1158,1896,56
542,27/05/2020,Andhra Pradesh,3171,1105,2009,57
543,28/05/2020,Andhra Pradesh,3171,1056,2057,58
544,29/05/2020,Andhra Pradesh,3251,1067,2125,59
545,30/05/2020,Andhra Pradesh,3436,1150,2226,60
546,31/05/2020,Andhra Pradesh,3569,1220,2289,60
547,01/06/2020,Andhra Pradesh,3679,1268,2349,62
548,02/06/2020,Andhra Pradesh,3783,1341,2378,64
549,03/06/2020,Andhra Pradesh,3898,1413,2421,64
550,04/06/2020,Andhra Pradesh,4080,1546,2466,68
551,05/06/2020,Andhra Pradesh,4223,1613,2539,71
552,06/06/2020,Andhra Pradesh,4303,1654,2576,73
553,07/06/2020,Andhra Pradesh,4510,1817,2620,73
554,08/06/2020,Andhra Pradesh,4708,1951,2682,75
555,09/06/2020,Andhra Pradesh,4851,2031,2745,75
556,10/06/2020,Andhra Pradesh,5070,2191,2802,77
557,11/06/2020,Andhra Pradesh,5269,2292,2899,78
558,12/06/2020,Andhra Pradesh,5429,2301,3048,80
559,13/06/2020,Andhra Pradesh,5680,2495,3105,80
560,14/06/2020,Andhra Pradesh,5965,2688,3195,82
561,15/06/2020,Andhra Pradesh,6163,2765,3314,84
562,16/06/2020,Andhra Pradesh,6456,3052,3316,88
563,17/06/2020,Andhra Pradesh,6841,3244,3509,88
564,18/06/2020,Andhra Pradesh,7071,3340,3641,90
565,19/06/2020,Andhra Pradesh,7518,3637,3789,92
566,20/06/2020,Andhra Pradesh,7961,3948,3917,96
567,21/06/2020,Andhra Pradesh,8452,4240,4111,101
568,22/06/2020,Andhra Pradesh,8999,4562,4331,106
569,23/06/2020,Andhra Pradesh,9372,4766,4495,111
570,24/06/2020,Andhra Pradesh,10002,5284,4599,119
571,25/06/2020,Andhra Pradesh,10331,5428,4779,124
572,26/06/2020,Andhra Pradesh,10884,5760,4988,136
573,27/06/2020,Andhra Pradesh,11489,6145,5196,148
574,28/06/2020,Andhra Pradesh,12285,6648,5480,157
575,29/06/2020,Andhra Pradesh,13241,7164,5908,169
576,30/06/2020,Andhra Pradesh,13891,7479,6232,180
577,01/07/2020,Andhra Pradesh,14595,7897,6511,187
578,02/07/2020,Andhra Pradesh,15252,8071,6988,193
579,03/07/2020,Andhra Pradesh,16097,8586,7313,198
580,04/07/2020,Andhra Pradesh,16934,9096,7632,206
581,05/07/2020,Andhra Pradesh,17699,9473,8008,218
582,06/07/2020,Andhra Pradesh,18697,10043,8422,232
583,07/07/2020,Andhra Pradesh,20019,10860,8920,239
584,08/07/2020,Andhra Pradesh,21197,11200,9745,252
585,09/07/2020,Andhra Pradesh,22259,10894,11101,264
586,10/07/2020,Andhra Pradesh,23814,11383,12154,277
587,11/07/2020,Andhra Pradesh,25422,11936,13194,292
588,12/07/2020,Andhra Pradesh,27235,12533,14393,309
589,13/07/2020,Andhra Pradesh,29168,13428,15412,328
590,14/07/2020,Andhra Pradesh,31103,14274,16464,365
591,15/07/2020,Andhra Pradesh,33019,15144,17467,408
592,16/07/2020,Andhra Pradesh,35451,16621,18378,452
593,17/07/2020,Andhra Pradesh,38044,18159,19393,492
594,18/07/2020,Andhra Pradesh,40646,19814,20298,534
595,19/07/2020,Andhra Pradesh,44609,22260,21763,586
596,20/07/2020,Andhra Pradesh,49650,26118,22890,642
597,21/07/2020,Andhra Pradesh,53724,28800,24228,696
598,22/07/2020,Andhra Pradesh,58668,32336,25574,758
599,23/07/2020,Andhra Pradesh,64713,31763,32127,823
600,24/07/2020,Andhra Pradesh,72711,34272,37555,884
601,25/07/2020,Andhra Pradesh,80858,39990,39935,933
602,26/07/2020,Andhra Pradesh,88671,44431,43255,985
603,27/07/2020,Andhra Pradesh,96298,48956,46301,1041
604,28/07/2020,Andhra Pradesh,102349,51701,49558,1090
605,29/07/2020,Andhra Pradesh,110297,56527,52622,1148
606,30/07/2020,Andhra Pradesh,120390,63771,55406,1213
607,31/07/2020,Andhra Pradesh,130557,69252,60024,1281
608,01/08/2020,Andhra Pradesh,140933,75720,63864,1349
609,02/08/2020,Andhra Pradesh,150209,72188,76614,1407
610,03/08/2020,Andhra Pradesh,158764,74404,82886,1474
611,04/08/2020,Andhra Pradesh,166586,76377,88672,1537
612,05/08/2020,Andhra Pradesh,176333,79104,95625,1604
613,06/08/2020,Andhra Pradesh,186461,80426,104354,1681
614,07/08/2020,Andhra Pradesh,196789,82166,112870,1753
615,08/08/2020,Andhra Pradesh,206960,84654,120464,1842
616,09/08/2020,Andhra Pradesh,217040,85486,129615,1939
617,10/08/2020,Andhra Pradesh,227860,87112,138712,2036
618,11/08/2020,Andhra Pradesh,235525,87773,145636,2116
619,12/08/2020,Andhra Pradesh,244549,87597,154749,2203
620,13/08/2020,Andhra Pradesh,254146,90425,161425,2296
621,14/08/2020,Andhra Pradesh,264142,90780,170984,2378
622,15/08/2020,Andhra Pradesh,273085,89907,180703,2475
623,16/08/2020,Andhra Pradesh,281817,88138,191117,2562
624,17/08/2020,Andhra Pradesh,289829,85945,201234,2650
625,18/08/2020,Andhra Pradesh,296609,84777,209100,2732
626,19/08/2020,Andhra Pradesh,306261,85130,218311,2820
627,20/08/2020,Andhra Pradesh,316003,86725,226372,2906
628,21/08/2020,Andhra Pradesh,325396,87177,235218,3001
629,22/08/2020,Andhra Pradesh,334940,87803,244045,3092
630,23/08/2020,Andhra Pradesh,345216,89389,252638,3189
631,24/08/2020,Andhra Pradesh,353111,89742,260087,3282
632,25/08/2020,Andhra Pradesh,361712,89516,268828,3368
633,26/08/2020,Andhra Pradesh,371639,89932,278247,3460
634,27/08/2020,Andhra Pradesh,382469,92208,286720,3541
635,28/08/2020,Andhra Pradesh,393090,94209,295248,3633
636,29/08/2020,Andhra Pradesh,403616,96191,303711,3714
637,30/08/2020,Andhra Pradesh,414164,97681,312687,3796
638,31/08/2020,Andhra Pradesh,424767,99129,321754,3884
639,01/09/2020,Andhra Pradesh,434771,100276,330526,3969
640,02/09/2020,Andhra Pradesh,445139,101210,339876,4053
641,03/09/2020,Andhra Pradesh,455531,103076,348330,4125
642,04/09/2020,Andhra Pradesh,465730,103521,358009,4200
643,05/09/2020,Andhra Pradesh,476506,102067,370163,4276
644,06/09/2020,Andhra Pradesh,487331,100880,382104,4347
645,07/09/2020,Andhra Pradesh,498125,99689,394019,4417
646,08/09/2020,Andhra Pradesh,506493,97932,404074,4487
647,09/09/2020,Andhra Pradesh,517094,96769,415765,4560
648,10/09/2020,Andhra Pradesh,527512,97271,425607,4634
649,11/09/2020,Andhra Pradesh,537687,97338,435647,4702
650,12/09/2020,Andhra Pradesh,547686,96191,446716,4779
651,13/09/2020,Andhra Pradesh,557587,95733,457008,4846
652,14/09/2020,Andhra Pradesh,567123,95072,467139,4912
653,15/09/2020,Andhra Pradesh,575079,93204,476903,4972
654,16/09/2020,Andhra Pradesh,583925,92353,486531,5041
655,17/09/2020,Andhra Pradesh,592760,90279,497376,5105
656,18/09/2020,Andhra Pradesh,601462,88197,508088,5177
657,19/09/2020,Andhra Pradesh,609558,84423,519891,5244
658,20/09/2020,Andhra Pradesh,617776,81763,530711,5302
659,21/09/2020,Andhra Pradesh,625514,78836,541319,5359
660,22/09/2020,Andhra Pradesh,631749,74518,551821,5410
661,23/09/2020,Andhra Pradesh,639302,71465,562376,5461
662,24/09/2020,Andhra Pradesh,646530,70357,570667,5506
663,25/09/2020,Andhra Pradesh,654385,69353,579474,5558
664,26/09/2020,Andhra Pradesh,661458,67683,588169,5606
665,27/09/2020,Andhra Pradesh,668751,65794,597294,5663
666,28/09/2020,Andhra Pradesh,675674,64876,605090,5708
667,29/09/2020,Andhra Pradesh,681161,63116,612300,5745
668,30/09/2020,Andhra Pradesh,687351,59435,622136,5780
669,01/10/2020,Andhra Pradesh,693484,58445,629211,5828
670,02/10/2020,Andhra Pradesh,700235,57858,636508,5869
671,03/10/2020,Andhra Pradesh,706790,56897,643993,5900
672,04/10/2020,Andhra Pradesh,713014,55282,651791,5941
673,05/10/2020,Andhra Pradesh,719256,54400,658875,5981
674,06/10/2020,Andhra Pradesh,723512,51060,666433,6019
675,07/10/2020,Andhra Pradesh,729307,50776,672479,6052
676,08/10/2020,Andhra Pradesh,734427,49513,678828,6086
677,09/10/2020,Andhra Pradesh,739719,48661,684930,6128
678,10/10/2020,Andhra Pradesh,744864,47665,691040,6159
679,11/10/2020,Andhra Pradesh,750517,46624,697699,6194
680,12/10/2020,Andhra Pradesh,755727,46295,703208,6224
681,13/10/2020,Andhra Pradesh,758951,43983,708712,6256
682,14/10/2020,Andhra Pradesh,763573,42855,714427,6291
683,15/10/2020,Andhra Pradesh,767465,41669,719477,6319
684,16/10/2020,Andhra Pradesh,771503,40047,725099,6357
685,17/10/2020,Andhra Pradesh,775470,38979,730109,6382
686,18/10/2020,Andhra Pradesh,779146,37102,735638,6406
687,19/10/2020,Andhra Pradesh,783132,36474,740229,6429
688,20/10/2020,Andhra Pradesh,786050,35065,744532,6453
689,21/10/2020,Andhra Pradesh,789553,33396,749676,6481
690,22/10/2020,Andhra Pradesh,793299,32376,754415,6508
691,23/10/2020,Andhra Pradesh,796919,32257,758138,6524
692,24/10/2020,Andhra Pradesh,800684,31721,762419,6544
693,25/10/2020,Andhra Pradesh,804026,31469,765991,6566
694,26/10/2020,Andhra Pradesh,807023,30860,769576,6587
695,27/10/2020,Andhra Pradesh,808924,28770,773548,6606
696,28/10/2020,Andhra Pradesh,811825,27300,777900,6625
697,29/10/2020,Andhra Pradesh,814774,26622,781509,6643
698,30/10/2020,Andhra Pradesh,817679,26268,784752,6659
699,31/10/2020,Andhra Pradesh,820565,25514,788375,6676
700,01/11/2020,Andhra Pradesh,823348,24575,792083,6690
701,02/11/2020,Andhra Pradesh,825966,23668,795592,6706
702,03/11/2020,Andhra Pradesh,827882,22538,798625,6719
703,04/11/2020,Andhra Pradesh,830731,21672,802325,6734
704,05/11/2020,Andhra Pradesh,833208,21438,805026,6744
705,06/11/2020,Andhra Pradesh,835953,21878,807318,6757
706,03/04/2020,Arunachal Pradesh,1,1,0,0
707,04/04/2020,Arunachal Pradesh,1,1,0,0
708,05/04/2020,Arunachal Pradesh,1,1,0,0
709,06/04/2020,Arunachal Pradesh,1,1,0,0
710,07/04/2020,Arunachal Pradesh,1,1,0,0
711,08/04/2020,Arunachal Pradesh,1,1,0,0
712,09/04/2020,Arunachal Pradesh,1,1,0,0
713,10/04/2020,Arunachal Pradesh,1,1,0,0
714,11/04/2020,Arunachal Pradesh,1,1,0,0
715,12/04/2020,Arunachal Pradesh,1,1,0,0
716,13/04/2020,Arunachal Pradesh,1,1,0,0
717,14/04/2020,Arunachal Pradesh,1,1,0,0
718,15/04/2020,Arunachal Pradesh,1,1,0,0
719,16/04/2020,Arunachal Pradesh,1,1,0,0
720,17/04/2020,Arunachal Pradesh,1,1,0,0
721,18/04/2020,Arunachal Pradesh,1,1,0,0
722,19/04/2020,Arunachal Pradesh,1,1,0,0
723,20/04/2020,Arunachal Pradesh,1,1,0,0
724,21/04/2020,Arunachal Pradesh,1,1,0,0
725,22/04/2020,Arunachal Pradesh,1,0,1,0
726,23/04/2020,Arunachal Pradesh,1,0,1,0
727,24/04/2020,Arunachal Pradesh,1,0,1,0
728,25/04/2020,Arunachal Pradesh,1,0,1,0
729,26/04/2020,Arunachal Pradesh,1,0,1,0
730,27/04/2020,Arunachal Pradesh,1,0,1,0
731,28/04/2020,Arunachal Pradesh,1,0,1,0
732,29/04/2020,Arunachal Pradesh,1,0,1,0
733,30/04/2020,Arunachal Pradesh,1,0,1,0
734,01/05/2020,Arunachal Pradesh,1,0,1,0
735,02/05/2020,Arunachal Pradesh,1,0,1,0
736,03/05/2020,Arunachal Pradesh,1,0,1,0
737,04/05/2020,Arunachal Pradesh,1,0,1,0
738,05/05/2020,Arunachal Pradesh,1,0,1,0
739,06/05/2020,Arunachal Pradesh,1,0,1,0
740,07/05/2020,Arunachal Pradesh,1,0,1,0
741,08/05/2020,Arunachal Pradesh,1,0,1,0
742,09/05/2020,Arunachal Pradesh,1,0,1,0
743,10/05/2020,Arunachal Pradesh,1,0,1,0
744,11/05/2020,Arunachal Pradesh,1,0,1,0
745,12/05/2020,Arunachal Pradesh,1,0,1,0
746,13/05/2020,Arunachal Pradesh,1,0,1,0
747,14/05/2020,Arunachal Pradesh,1,0,1,0
748,15/05/2020,Arunachal Pradesh,1,0,1,0
749,16/05/2020,Arunachal Pradesh,1,0,1,0
750,17/05/2020,Arunachal Pradesh,1,0,1,0
751,18/05/2020,Arunachal Pradesh,1,0,1,0
752,19/05/2020,Arunachal Pradesh,1,0,1,0
753,20/05/2020,Arunachal Pradesh,1,0,1,0
754,21/05/2020,Arunachal Pradesh,1,0,1,0
755,22/05/2020,Arunachal Pradesh,1,0,1,0
756,23/05/2020,Arunachal Pradesh,1,0,1,0
757,24/05/2020,Arunachal Pradesh,1,0,1,0
758,25/05/2020,Arunachal Pradesh,1,0,1,0
759,26/05/2020,Arunachal Pradesh,2,1,1,0
760,27/05/2020,Arunachal Pradesh,2,1,1,0
761,28/05/2020,Arunachal Pradesh,2,1,1,0
762,29/05/2020,Arunachal Pradesh,3,2,1,0
763,30/05/2020,Arunachal Pradesh,3,2,1,0
764,31/05/2020,Arunachal Pradesh,4,3,1,0
765,01/06/2020,Arunachal Pradesh,4,3,1,0
766,02/06/2020,Arunachal Pradesh,22,21,1,0
767,03/06/2020,Arunachal Pradesh,22,21,1,0
768,04/06/2020,Arunachal Pradesh,38,37,1,0
769,05/06/2020,Arunachal Pradesh,42,41,1,0
770,06/06/2020,Arunachal Pradesh,45,44,1,0
771,07/06/2020,Arunachal Pradesh,47,46,1,0
772,08/06/2020,Arunachal Pradesh,51,50,1,0
773,09/06/2020,Arunachal Pradesh,51,50,1,0
774,10/06/2020,Arunachal Pradesh,57,56,1,0
775,11/06/2020,Arunachal Pradesh,57,55,2,0
776,12/06/2020,Arunachal Pradesh,61,57,4,0
777,13/06/2020,Arunachal Pradesh,67,63,4,0
778,14/06/2020,Arunachal Pradesh,87,83,4,0
779,15/06/2020,Arunachal Pradesh,91,84,7,0
780,16/06/2020,Arunachal Pradesh,91,84,7,0
781,17/06/2020,Arunachal Pradesh,95,88,7,0
782,18/06/2020,Arunachal Pradesh,99,92,7,0
783,19/06/2020,Arunachal Pradesh,103,93,10,0
784,20/06/2020,Arunachal Pradesh,103,92,11,0
785,21/06/2020,Arunachal Pradesh,135,121,14,0
786,22/06/2020,Arunachal Pradesh,135,120,15,0
787,23/06/2020,Arunachal Pradesh,139,118,21,0
788,24/06/2020,Arunachal Pradesh,148,126,22,0
789,25/06/2020,Arunachal Pradesh,158,120,38,0
790,26/06/2020,Arunachal Pradesh,160,121,38,1
791,27/06/2020,Arunachal Pradesh,172,129,42,1
792,28/06/2020,Arunachal Pradesh,177,122,54,1
793,29/06/2020,Arunachal Pradesh,182,121,60,1
794,30/06/2020,Arunachal Pradesh,187,125,61,1
795,01/07/2020,Arunachal Pradesh,191,128,62,1
796,02/07/2020,Arunachal Pradesh,195,128,66,1
797,03/07/2020,Arunachal Pradesh,195,128,66,1
798,04/07/2020,Arunachal Pradesh,252,176,75,1
799,05/07/2020,Arunachal Pradesh,259,182,76,1
800,06/07/2020,Arunachal Pradesh,269,190,78,1
801,07/07/2020,Arunachal Pradesh,270,176,92,2
802,08/07/2020,Arunachal Pradesh,276,169,105,2
803,09/07/2020,Arunachal Pradesh,287,176,109,2
804,10/07/2020,Arunachal Pradesh,302,180,120,2
805,11/07/2020,Arunachal Pradesh,335,213,120,2
806,12/07/2020,Arunachal Pradesh,341,214,125,2
807,13/07/2020,Arunachal Pradesh,359,219,138,2
808,14/07/2020,Arunachal Pradesh,387,240,145,2
809,15/07/2020,Arunachal Pradesh,462,306,153,3
810,16/07/2020,Arunachal Pradesh,462,306,153,3
811,17/07/2020,Arunachal Pradesh,543,387,153,3
812,18/07/2020,Arunachal Pradesh,609,431,175,3
813,19/07/2020,Arunachal Pradesh,650,373,274,3
814,20/07/2020,Arunachal Pradesh,740,455,282,3
815,21/07/2020,Arunachal Pradesh,790,502,285,3
816,22/07/2020,Arunachal Pradesh,858,552,303,3
817,23/07/2020,Arunachal Pradesh,949,632,314,3
818,24/07/2020,Arunachal Pradesh,991,654,334,3
819,25/07/2020,Arunachal Pradesh,1056,661,392,3
820,26/07/2020,Arunachal Pradesh,1126,695,428,3
821,27/07/2020,Arunachal Pradesh,1158,650,505,3
822,28/07/2020,Arunachal Pradesh,1239,662,574,3
823,29/07/2020,Arunachal Pradesh,1330,710,617,3
824,30/07/2020,Arunachal Pradesh,1410,730,677,3
825,31/07/2020,Arunachal Pradesh,1484,654,827,3
826,01/08/2020,Arunachal Pradesh,1591,670,918,3
827,02/08/2020,Arunachal Pradesh,1673,701,969,3
828,03/08/2020,Arunachal Pradesh,1698,699,996,3
829,04/08/2020,Arunachal Pradesh,1758,692,1063,3
830,05/08/2020,Arunachal Pradesh,1790,682,1105,3
831,06/08/2020,Arunachal Pradesh,1855,642,1210,3
832,07/08/2020,Arunachal Pradesh,1948,700,1245,3
833,08/08/2020,Arunachal Pradesh,2049,720,1326,3
834,09/08/2020,Arunachal Pradesh,2117,684,1430,3
835,10/08/2020,Arunachal Pradesh,2155,670,1482,3
836,11/08/2020,Arunachal Pradesh,2231,636,1592,3
837,12/08/2020,Arunachal Pradesh,2327,690,1634,3
838,13/08/2020,Arunachal Pradesh,2430,768,1659,3
839,14/08/2020,Arunachal Pradesh,2512,790,1718,4
840,15/08/2020,Arunachal Pradesh,2607,852,1750,5
841,16/08/2020,Arunachal Pradesh,2658,882,1771,5
842,17/08/2020,Arunachal Pradesh,2701,888,1808,5
843,18/08/2020,Arunachal Pradesh,2741,843,1893,5
844,19/08/2020,Arunachal Pradesh,2875,921,1949,5
845,20/08/2020,Arunachal Pradesh,2950,923,2022,5
846,21/08/2020,Arunachal Pradesh,3066,968,2093,5
847,22/08/2020,Arunachal Pradesh,3126,996,2125,5
848,23/08/2020,Arunachal Pradesh,3223,990,2228,5
849,24/08/2020,Arunachal Pradesh,3263,961,2297,5
850,25/08/2020,Arunachal Pradesh,3312,880,2427,5
851,26/08/2020,Arunachal Pradesh,3412,899,2508,5
852,27/08/2020,Arunachal Pradesh,3555,987,2563,5
853,28/08/2020,Arunachal Pradesh,3633,1007,2621,5
854,29/08/2020,Arunachal Pradesh,3745,1031,2709,5
855,30/08/2020,Arunachal Pradesh,3877,1118,2754,5
856,31/08/2020,Arunachal Pradesh,4034,1205,2822,7
857,01/09/2020,Arunachal Pradesh,4112,1220,2885,7
858,02/09/2020,Arunachal Pradesh,4212,1226,2979,7
859,03/09/2020,Arunachal Pradesh,4360,1278,3075,7
860,04/09/2020,Arunachal Pradesh,4574,1400,3167,7
861,05/09/2020,Arunachal Pradesh,4775,1488,3280,7
862,06/09/2020,Arunachal Pradesh,4914,1525,3381,8
863,07/09/2020,Arunachal Pradesh,5000,1520,3472,8
864,08/09/2020,Arunachal Pradesh,5180,1576,3596,8
865,09/09/2020,Arunachal Pradesh,5402,1670,3723,9
866,10/09/2020,Arunachal Pradesh,5545,1630,3906,9
867,11/09/2020,Arunachal Pradesh,5672,1658,4005,9
868,12/09/2020,Arunachal Pradesh,5825,1689,4126,10
869,13/09/2020,Arunachal Pradesh,5975,1712,4253,10
870,14/09/2020,Arunachal Pradesh,6121,1732,4379,10
871,15/09/2020,Arunachal Pradesh,6298,1756,4531,11
872,16/09/2020,Arunachal Pradesh,6466,1795,4658,13
873,17/09/2020,Arunachal Pradesh,6692,1892,4787,13
874,18/09/2020,Arunachal Pradesh,6851,1871,4967,13
875,19/09/2020,Arunachal Pradesh,7005,1886,5106,13
876,20/09/2020,Arunachal Pradesh,7250,1957,5280,13
877,21/09/2020,Arunachal Pradesh,7385,1964,5408,13
878,22/09/2020,Arunachal Pradesh,7595,1939,5643,13
879,23/09/2020,Arunachal Pradesh,7844,2052,5778,14
880,24/09/2020,Arunachal Pradesh,8133,2216,5903,14
881,25/09/2020,Arunachal Pradesh,8416,2331,6071,14
882,26/09/2020,Arunachal Pradesh,8671,2427,6230,14
883,27/09/2020,Arunachal Pradesh,8869,2458,6397,14
884,28/09/2020,Arunachal Pradesh,9004,2495,6495,14
885,29/09/2020,Arunachal Pradesh,9332,2725,6592,15
886,30/09/2020,Arunachal Pradesh,9553,2794,6743,16
887,01/10/2020,Arunachal Pradesh,9796,2890,6890,16
888,02/10/2020,Arunachal Pradesh,10020,2955,7049,16
889,03/10/2020,Arunachal Pradesh,10220,3019,7183,18
890,04/10/2020,Arunachal Pradesh,10421,3015,7388,18
891,05/10/2020,Arunachal Pradesh,10548,2953,7577,18
892,06/10/2020,Arunachal Pradesh,10783,2989,7775,19
893,07/10/2020,Arunachal Pradesh,11007,3022,7965,20
894,08/10/2020,Arunachal Pradesh,11267,2850,8396,21
895,09/10/2020,Arunachal Pradesh,11479,2778,8679,22
896,10/10/2020,Arunachal Pradesh,11760,2860,8877,23
897,11/10/2020,Arunachal Pradesh,11998,2940,9035,23
898,12/10/2020,Arunachal Pradesh,12147,2891,9232,24
899,13/10/2020,Arunachal Pradesh,12367,2940,9403,24
900,14/10/2020,Arunachal Pradesh,12561,2960,9573,28
901,15/10/2020,Arunachal Pradesh,12768,3045,9694,29
902,16/10/2020,Arunachal Pradesh,12971,3052,9889,30
903,17/10/2020,Arunachal Pradesh,13169,3068,10071,30
904,18/10/2020,Arunachal Pradesh,13348,3003,10315,30
905,19/10/2020,Arunachal Pradesh,13406,2824,10552,30
